time_rel,quantity,method,loss_mean,loss_std,loss_median,loss_p95,n_traj
12.100000000000001,KineticEnergyAbsLoss,GNOT,7.245329519112905e-05,6.304962020732229e-05,4.916312173008919e-05,0.00019613103941082936,30
12.200000000000001,KineticEnergyAbsLoss,GNOT,7.25343357771635e-05,6.25808887126394e-05,4.8198970034718513e-05,0.0001934115774929522,30
12.3,KineticEnergyAbsLoss,GNOT,7.438600684205691e-05,6.196015557601733e-05,5.295313894748688e-05,0.0001910761930048464,30
12.4,KineticEnergyAbsLoss,GNOT,7.603392004966736e-05,6.250735768789948e-05,5.141459405422211e-05,0.0001921874471008776,30
12.5,KineticEnergyAbsLoss,GNOT,7.610001290837923e-05,6.403309370173532e-05,5.294894799590111e-05,0.00019817641004919994,30
12.600000000000001,KineticEnergyAbsLoss,GNOT,7.616148019830385e-05,6.54034219509454e-05,5.2799005061388016e-05,0.00020495681092143052,30
12.700000000000001,KineticEnergyAbsLoss,GNOT,7.607961694399516e-05,6.631528999354337e-05,5.246233195066452e-05,0.00020974241197109215,30
12.8,KineticEnergyAbsLoss,GNOT,7.601953111588955e-05,6.580390245129983e-05,5.2113085985183716e-05,0.00021144486963748928,30
12.9,KineticEnergyAbsLoss,GNOT,7.627401500940323e-05,6.459725706920813e-05,5.1588285714387894e-05,0.00021144030615687367,30
13.0,KineticEnergyAbsLoss,GNOT,7.727090269327164e-05,6.384480578088437e-05,5.4756179451942444e-05,0.00021005375310778612,30
13.100000000000001,KineticEnergyAbsLoss,GNOT,7.735295221209527e-05,6.395784292373711e-05,5.596783012151718e-05,0.00020808139815926545,30
13.200000000000001,KineticEnergyAbsLoss,GNOT,7.706571680804094e-05,6.475190794501127e-05,5.339318886399269e-05,0.00020582666620612135,30
13.3,KineticEnergyAbsLoss,GNOT,7.720322658618291e-05,6.507658035102796e-05,5.2208080887794495e-05,0.00020468197762966146,30
13.4,KineticEnergyAbsLoss,GNOT,7.760726536313693e-05,6.523047180362899e-05,5.656527355313301e-05,0.000204815063625574,30
13.5,KineticEnergyAbsLoss,GNOT,7.785848962763946e-05,6.465860685740317e-05,5.632988177239895e-05,0.000207002181559801,30
13.600000000000001,KineticEnergyAbsLoss,GNOT,7.854465705653032e-05,6.44273239611861e-05,5.809287540614605e-05,0.00021037003025412546,30
13.700000000000001,KineticEnergyAbsLoss,GNOT,7.944713967541853e-05,6.433373073751918e-05,6.127962842583656e-05,0.00021264795213937743,30
13.8,KineticEnergyAbsLoss,GNOT,7.940287080903848e-05,6.471941172963757e-05,6.01867213845253e-05,0.00021205544471740705,30
13.9,KineticEnergyAbsLoss,GNOT,7.839576962093512e-05,6.559175405552962e-05,5.974574014544487e-05,0.00021186824887990931,30
14.0,KineticEnergyAbsLoss,GNOT,7.764482870697975e-05,6.750265942573367e-05,5.564279854297638e-05,0.00021373583003878575,30
14.100000000000001,KineticEnergyAbsLoss,GNOT,7.76226632297039e-05,6.820415697187097e-05,5.5334530770778656e-05,0.00021417355164885503,30
14.200000000000001,KineticEnergyAbsLoss,GNOT,7.802572411795458e-05,6.827623241777073e-05,5.554128438234329e-05,0.00021330090239644032,30
14.3,KineticEnergyAbsLoss,GNOT,7.753595709800721e-05,6.880725780698947e-05,5.437526851892471e-05,0.0002140374854207037,30
14.4,KineticEnergyAbsLoss,GNOT,7.757019872466723e-05,6.922520980639325e-05,5.491543561220169e-05,0.00021723955869674665,30
14.5,KineticEnergyAbsLoss,GNOT,7.843192045887311e-05,6.882347403836172e-05,5.767215043306351e-05,0.00022103004157543167,30
14.600000000000001,KineticEnergyAbsLoss,GNOT,8.089663460850716e-05,6.904386759809616e-05,5.839718505740166e-05,0.00022432571277022345,30
14.700000000000001,KineticEnergyAbsLoss,GNOT,8.167632234593233e-05,7.008625287876564e-05,5.867914296686649e-05,0.00022603264078497871,30
14.8,KineticEnergyAbsLoss,GNOT,8.308542892336846e-05,7.182571547913762e-05,5.661742761731148e-05,0.00022948756814002977,30
14.9,KineticEnergyAbsLoss,GNOT,8.395081385970116e-05,7.419101597955761e-05,5.837855860590935e-05,0.0002379293553531169,30
15.0,KineticEnergyAbsLoss,GNOT,8.472764554123084e-05,7.649421706952496e-05,5.840207450091839e-05,0.00024801809340715405,30
15.100000000000001,KineticEnergyAbsLoss,GNOT,8.432933439811071e-05,7.856420151374143e-05,5.404185503721237e-05,0.0002577963285148144,30
