Method,time_rel,E_u_cl_abs_ensemble_rms_L2,E_v_cl_abs_ensemble_rms_L2,E_cl_abs_ensemble_rms_L2
GNOT,29.200000000000003,0.0010621145189681326,0.0009487332348671967,0.0010054238769176646
GNOT,29.3,0.00105863024538648,0.0009512597906403148,0.0010049450180133973
GNOT,29.400000000000002,0.0010577846248308982,0.0009515339107802224,0.0010046592678055603
GNOT,29.5,0.0010500127953390885,0.0009457382875884413,0.000997875541463765
GNOT,29.6,0.0010424193831074632,0.0009455319196461883,0.0009939756513768258
GNOT,29.700000000000003,0.0010367738665944134,0.00094462564918905,0.0009906997578917316
GNOT,29.8,0.0010312715991430185,0.0009399499129269705,0.0009856107560349944
GNOT,29.900000000000002,0.0010240689342865326,0.0009419341746696207,0.0009830015544780766
GNOT,30.0,0.0010228097277935472,0.0009473092488149967,0.000985059488304272
GNOT,30.1,0.0010227611041216697,0.0009448859376321046,0.0009838235208768872
GNOT,30.200000000000003,0.0010216222778933574,0.0009356280016208262,0.0009786251397570919
GNOT,30.3,0.001016552669477184,0.0009279593430450662,0.0009722560062611251
GNOT,30.400000000000002,0.0010199456000674673,0.000918160606316575,0.0009690531031920211
GNOT,30.5,0.0010225767686501033,0.0009162388115583518,0.0009694077901042275
GNOT,30.6,0.0010225716501092695,0.0009214877528263788,0.0009720297014678242
GNOT,30.700000000000003,0.0010223638504206786,0.0009253320152774019,0.0009738479328490403
GNOT,30.8,0.0010321324937863918,0.000925946535216238,0.000979039514501315
GNOT,30.900000000000002,0.0010422177366969172,0.000931959191145891,0.000987088463921404
GNOT,31.0,0.0010420849965318694,0.0009467340531707024,0.0009944095248512858
GNOT,31.1,0.0010377176055100337,0.0009602709732337766,0.0009989942893719051
GNOT,31.200000000000003,0.0010319172954818229,0.0009644745860806177,0.0009981959407812202
GNOT,31.3,0.0010226490115761966,0.0009661310642705722,0.0009943900379233844
GNOT,31.400000000000002,0.0010120112218427303,0.0009632393816138591,0.0009876253017282947
GNOT,31.5,0.0009967243136268654,0.0009564598511013453,0.0009765920823641054
GNOT,31.6,0.0009872746945041235,0.0009537988477850553,0.0009705367711445894
GNOT,31.700000000000003,0.0009824819592872376,0.0009555024789081495,0.0009689922190976936
GNOT,31.8,0.0009741508125240346,0.0009557241206626287,0.0009649374665933316
